1210449

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.09
2                       2.99
4                       2.93
8                       2.95
16                      3.32
32                      5.54
64                      5.59
128                     5.85
256                     5.91
512                     6.60
1024                    7.59
2048                    9.73
4096                   14.17
8192                   24.89
16384                  94.99
32768                  77.21
65536                 145.21
131072                285.18
262144                611.71
