
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.01
2                       4.05
4                       4.05
8                       4.04
16                      4.04
32                      4.07
64                      4.06
128                     4.22
256                     6.26
512                     6.31
1024                    6.46
2048                    6.79
4096                    7.04
8192                    6.45
16384                   8.41
32768                  15.66
65536                  27.92
131072                 41.96
262144                 70.18
