
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.92
2                       4.12
4                       4.07
8                       4.04
16                      4.06
32                      4.04
64                      4.06
128                     4.23
256                     6.19
512                     6.28
1024                    6.47
2048                    6.78
4096                    7.03
8192                    6.52
16384                   8.41
32768                  15.66
65536                  27.94
131072                 41.96
262144                 70.02
