
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.61
2                       4.06
4                       4.06
8                       4.04
16                      4.05
32                      4.05
64                      4.06
128                     4.22
256                     6.25
512                     6.32
1024                    6.46
2048                    6.78
4096                    7.05
8192                    6.45
16384                   8.41
32768                  15.64
65536                  27.93
131072                 41.99
262144                 70.26
