
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.80
2                       4.08
4                       4.06
8                       4.11
16                      4.05
32                      4.05
64                      4.05
128                     4.24
256                     6.25
512                     6.31
1024                    6.47
2048                    6.80
4096                    7.05
8192                    6.46
16384                   8.44
32768                  15.66
65536                  27.90
131072                 41.93
262144                 70.16
