
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.62
2                       4.06
4                       4.05
8                       4.04
16                      4.06
32                      4.06
64                      4.06
128                     4.23
256                     6.22
512                     6.28
1024                    6.47
2048                    6.81
4096                    7.03
8192                    6.45
16384                   8.42
32768                  15.66
65536                  27.92
131072                 41.96
262144                 70.15
