
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.86
2                       4.09
4                       4.09
8                       4.06
16                      4.08
32                      4.07
64                      4.08
128                     4.35
256                     6.27
512                     6.36
1024                    6.52
2048                    6.84
4096                    7.07
8192                    6.47
16384                   8.46
32768                  15.68
65536                  27.93
131072                 42.00
262144                 70.17
