
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.88
2                       4.07
4                       4.05
8                       4.04
16                      4.03
32                      4.03
64                      4.05
128                     4.19
256                     6.27
512                     6.28
1024                    6.46
2048                    6.78
4096                    7.03
8192                    6.44
16384                   8.44
32768                  15.67
65536                  27.91
131072                 41.94
262144                 70.30
