
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.67
2                       4.10
4                       4.05
8                       4.03
16                      4.04
32                      4.07
64                      4.11
128                     4.41
256                     6.24
512                     6.29
1024                    6.48
2048                    6.80
4096                    7.05
8192                    6.46
16384                   8.42
32768                  15.66
65536                  27.97
131072                 41.95
262144                 70.28
