
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.47
2                       4.05
4                       4.06
8                       4.04
16                      4.03
32                      4.06
64                      4.05
128                     4.20
256                     6.27
512                     6.34
1024                    6.50
2048                    6.87
4096                    7.09
8192                    6.47
16384                   8.43
32768                  15.64
65536                  27.96
131072                 41.96
262144                 70.28
