
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.68
2                       4.07
4                       4.07
8                       4.06
16                      4.05
32                      4.06
64                      4.07
128                     4.24
256                     6.24
512                     6.30
1024                    6.48
2048                    6.80
4096                    7.07
8192                    6.49
16384                   8.48
32768                  15.70
65536                  27.94
131072                 41.95
262144                 70.24
