
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.23
2                       4.13
4                       4.13
8                       4.14
16                      4.11
32                      4.12
64                      4.15
128                     4.25
256                     6.26
512                     6.33
1024                    6.49
2048                    6.82
4096                    7.05
8192                    6.47
16384                   8.44
32768                  15.64
65536                  27.92
131072                 41.96
262144                 70.07
