
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.93
2                       4.08
4                       4.07
8                       4.06
16                      4.06
32                      4.07
64                      4.05
128                     4.21
256                     6.26
512                     6.31
1024                    6.48
2048                    6.91
4096                    7.05
8192                    6.47
16384                   8.46
32768                  15.67
65536                  27.92
131072                 41.96
262144                 70.32
