
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.84
2                       4.04
4                       4.05
8                       4.03
16                      4.02
32                      4.04
64                      4.06
128                     4.26
256                     6.25
512                     6.31
1024                    6.48
2048                    6.79
4096                    7.04
8192                    6.44
16384                   8.42
32768                  15.64
65536                  27.90
131072                 41.94
262144                 70.30
