
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.97
2                       4.06
4                       4.06
8                       4.04
16                      4.06
32                      4.08
64                      4.06
128                     4.22
256                     6.25
512                     6.31
1024                    6.49
2048                    6.83
4096                    7.06
8192                    6.49
16384                   8.45
32768                  15.73
65536                  27.95
131072                 41.98
262144                 70.18
