
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.84
2                       4.08
4                       4.09
8                       4.04
16                      4.04
32                      4.03
64                      4.05
128                     4.22
256                     6.23
512                     6.29
1024                    6.47
2048                    6.79
4096                    7.04
8192                    6.45
16384                   8.43
32768                  15.70
65536                  27.93
131072                 41.97
262144                 70.26
