
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.83
2                       4.06
4                       4.05
8                       4.02
16                      4.02
32                      4.05
64                      4.06
128                     4.20
256                     6.22
512                     6.27
1024                    6.46
2048                    6.78
4096                    7.06
8192                    6.45
16384                   8.42
32768                  15.63
65536                  27.92
131072                 41.96
262144                 70.31
