
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.86
2                       4.08
4                       4.08
8                       4.07
16                      4.08
32                      4.05
64                      4.07
128                     4.24
256                     6.24
512                     6.29
1024                    6.47
2048                    6.79
4096                    7.05
8192                    6.46
16384                   8.53
32768                  15.67
65536                  27.94
131072                 41.96
262144                 70.20
