
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.87
2                       4.08
4                       4.08
8                       4.07
16                      4.05
32                      4.06
64                      4.10
128                     4.24
256                     6.26
512                     6.30
1024                    6.51
2048                    6.83
4096                    7.08
8192                    6.50
16384                   8.45
32768                  15.66
65536                  27.93
131072                 41.93
262144                 69.97
