
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.08
2                       4.07
4                       4.06
8                       4.04
16                      4.07
32                      4.04
64                      4.07
128                     4.22
256                     6.22
512                     6.30
1024                    6.46
2048                    6.79
4096                    7.05
8192                    6.46
16384                   8.41
32768                  15.69
65536                  27.97
131072                 41.98
262144                 70.31
