117238

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      79.81
2                      67.22
4                      60.38
8                     106.32
16                    139.84
32                    134.10
64                    147.71
128                   190.06
256                   164.81
512                   146.05
1024                  165.44
2048                  166.58
4096                  139.22
8192                   70.98
16384                  61.53
32768                 341.74
65536                 452.37
131072                612.96
262144                913.87
