115178

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     174.33
2                     172.61
4                     129.24
8                     164.60
16                    146.00
32                    137.91
64                    126.41
128                    81.13
256                   111.67
512                   106.52
1024                  174.72
2048                  172.98
4096                  163.72
8192                  165.97
16384                  65.32
32768                 337.24
65536                 368.59
131072                534.92
262144                921.04
