121261

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     168.40
2                     153.00
4                     137.54
8                     154.87
16                    177.79
32                    194.05
64                    189.06
128                   181.67
256                   140.78
512                   130.62
1024                  123.86
2048                  163.14
4096                  189.07
8192                  152.62
16384                 131.10
32768                 356.01
65536                 402.38
131072                656.59
262144                866.27
