116898

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     178.23
2                     190.03
4                     172.12
8                     195.28
16                    168.91
32                    140.55
64                    124.19
128                   162.59
256                   192.32
512                   176.32
1024                  151.80
2048                  155.50
4096                  203.66
8192                  169.78
16384                 185.32
32768                 342.33
65536                 375.88
131072                574.73
262144                897.85
