119075

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     189.89
2                     183.78
4                     156.25
8                     153.25
16                    138.05
32                    123.26
64                     88.89
128                    90.71
256                    89.01
512                   121.96
1024                   86.83
2048                  105.14
4096                  131.79
8192                  131.40
16384                  94.78
32768                 337.77
65536                 449.93
131072                643.77
262144                877.24
