119239

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     161.64
2                     178.35
4                     189.06
8                     232.77
16                    212.38
32                    208.86
64                    203.83
128                   163.19
256                   127.07
512                   148.10
1024                   59.65
2048                  130.28
4096                  165.15
8192                  136.06
16384                 159.58
32768                 332.63
65536                 376.80
131072                534.75
262144                819.95
