118815

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     115.64
2                     161.63
4                     179.06
8                     177.68
16                    178.43
32                    191.12
64                    180.62
128                   182.78
256                   160.33
512                   129.10
1024                  137.73
2048                  134.33
4096                  116.00
8192                  138.18
16384                 114.40
32768                 336.81
65536                 477.62
131072                613.52
262144                718.23
