120399

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     142.71
2                     188.79
4                     170.62
8                     137.19
16                    150.57
32                    161.78
64                    157.31
128                   135.60
256                   153.15
512                   155.04
1024                  145.59
2048                  150.23
4096                  167.34
8192                  158.22
16384                 152.54
32768                 366.74
65536                 385.43
131072                507.35
262144                802.71
