116489

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     179.47
2                     162.01
4                     169.31
8                     167.34
16                    155.36
32                    162.63
64                    161.50
128                   165.93
256                   202.90
512                   149.73
1024                  146.81
2048                  153.45
4096                  192.88
8192                  188.60
16384                 101.43
32768                 319.39
65536                 387.12
131072                513.61
262144                710.40
