114152

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      92.87
2                     126.29
4                     192.42
8                     219.67
16                    179.04
32                    138.69
64                    132.42
128                   161.90
256                   148.74
512                   140.40
1024                  139.31
2048                  135.89
4096                   76.62
8192                  106.62
16384                 110.13
32768                 315.53
65536                 405.14
131072                566.11
262144               1018.31
