120658

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     156.50
2                     168.52
4                     174.84
8                     167.10
16                    164.42
32                    153.04
64                    130.00
128                   167.65
256                   237.92
512                   222.65
1024                  232.13
2048                  214.68
4096                  120.74
8192                   56.76
16384                  73.73
32768                 339.67
65536                 425.00
131072                573.34
262144                987.87
