117487

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     162.63
2                     168.43
4                     170.43
8                     172.95
16                    208.24
32                    199.07
64                    166.38
128                   133.71
256                   122.77
512                    99.50
1024                  107.27
2048                   87.57
4096                  107.67
8192                  143.39
16384                 128.79
32768                 352.48
65536                 410.31
131072                539.49
262144                830.82
