121508

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     125.97
2                     126.52
4                     161.05
8                     186.96
16                    198.29
32                    241.91
64                    198.83
128                   206.05
256                   181.61
512                   160.85
1024                  132.82
2048                  149.34
4096                  133.50
8192                  115.69
16384                 102.32
32768                 325.62
65536                 418.02
131072                633.78
262144                947.66
