115000

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     201.64
2                     154.23
4                     155.23
8                     148.35
16                    146.82
32                    182.38
64                    214.68
128                   233.86
256                   229.07
512                   199.96
1024                  152.29
2048                  107.61
4096                  118.55
8192                  159.74
16384                 215.10
32768                 350.97
65536                 398.30
131072                579.11
262144                913.18
