119962

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     134.04
2                     149.19
4                     163.91
8                     102.02
16                     70.59
32                     96.16
64                     95.82
128                   127.76
256                   115.56
512                    94.97
1024                   60.70
2048                   78.62
4096                   90.91
8192                   81.89
16384                 104.93
32768                 328.92
65536                 351.45
131072                558.86
262144                893.17
