116149

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     166.13
2                     183.29
4                     146.11
8                     118.88
16                    126.99
32                    142.52
64                    146.78
128                   151.86
256                   133.70
512                   138.52
1024                  134.31
2048                  142.02
4096                  125.69
8192                  118.70
16384                  85.64
32768                 335.84
65536                 366.52
131072                590.04
262144                905.72
