114560

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     156.70
2                     126.69
4                     121.06
8                     111.77
16                    121.18
32                    102.00
64                    129.74
128                   127.45
256                   134.58
512                   175.46
1024                  192.17
2048                  166.83
4096                  126.07
8192                   89.91
16384                  92.19
32768                 332.50
65536                 382.35
131072                511.25
262144                846.30
