1182400

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.06              1.55             13.31
2                       3.36              2.02              1.50             11.28
4                       3.35              2.01              1.49             10.22
8                       3.35              2.00              1.49              9.69
16                      4.04              2.48              1.83             14.94
32                      4.08              2.48              1.82             12.32
64                      4.06              2.48              1.82             13.20
128                     5.97              4.01              3.42             42.68
256                     5.95              4.01              3.46             43.90
512                     6.19              4.16              3.57             43.07
1024                    6.26              4.21              3.71             44.86
2048                    6.76              4.63              4.04             47.22
4096                    8.67              5.99              5.24             48.94
8192                   10.84              7.50              6.67             49.89
16384                  14.50              9.80              8.91             47.30
32768                  21.34             14.18             12.98             44.78
65536                  35.18             23.11             21.39             43.56
131072                 62.36             39.88             37.15             39.50
262144                190.35             88.61             83.14              0.00
