1183053

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.39              2.06              1.54             13.76
2                       3.36              2.01              1.48              9.39
4                       3.32              2.00              1.48             10.59
8                       3.32              2.00              1.48             10.50
16                      3.99              2.42              1.79             12.06
32                      4.05              2.47              1.84             14.01
64                      4.05              2.47              1.82             12.97
128                     6.01              4.01              3.46             42.19
256                     6.00              4.02              3.51             43.43
512                     6.21              4.17              3.58             43.04
1024                    6.40              4.32              3.72             44.25
2048                    6.81              4.63              4.04             46.16
4096                    8.66              5.97              5.24             48.62
8192                   10.95              7.53              6.72             49.14
16384                  14.52              9.80              8.97             47.37
32768                  21.74             14.42             13.24             44.75
65536                  35.39             23.01             21.24             41.69
131072                 62.83             40.11             37.46             39.36
262144                192.73             89.40             83.95              0.00
