1182283

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.34              2.02              1.52             12.93
2                       3.35              2.01              1.50             10.62
4                       3.34              2.01              1.48             10.10
8                       3.33              2.01              1.48             10.41
16                      4.05              2.48              1.79             12.34
32                      4.02              2.48              1.80             14.38
64                      4.03              2.48              1.81             14.23
128                     5.96              4.01              3.45             43.40
256                     5.96              4.01              3.47             44.08
512                     6.16              4.14              3.56             43.11
1024                    6.35              4.31              3.69             44.74
2048                    6.75              4.63              4.05             47.60
4096                    8.54              5.88              5.20             48.75
8192                   10.79              7.36              6.65             48.37
16384                  14.46              9.81              8.88             47.68
32768                  21.39             14.05             13.09             43.92
65536                  35.05             22.79             21.13             41.95
131072                 62.43             39.90             37.14             39.36
262144                193.89             89.84             84.29              0.00
