1182516

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.08              1.56             14.52
2                       3.39              2.03              1.51             10.25
4                       3.35              2.03              1.50             11.69
8                       3.36              2.04              1.50             11.53
16                      4.04              2.48              1.85             15.41
32                      4.04              2.47              1.83             13.91
64                      4.05              2.47              1.83             13.97
128                     5.99              4.01              3.46             42.50
256                     5.99              4.02              3.52             43.90
512                     6.21              4.17              3.60             43.22
1024                    6.39              4.32              3.73             44.33
2048                    6.84              4.69              4.08             47.36
4096                    8.65              5.94              5.22             48.17
8192                   10.93              7.53              6.71             49.33
16384                  14.59              9.78              8.84             45.64
32768                  21.76             14.45             13.20             44.59
65536                  35.52             23.16             21.48             42.47
131072                 63.17             40.69             38.06             40.95
262144                194.70             90.81             85.17              0.00
