1183403

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.39              2.04              1.56             13.19
2                       3.38              2.01              1.51              9.11
4                       3.36              2.01              1.50              9.75
8                       3.35              2.00              1.50             10.28
16                      4.07              2.47              1.82             12.07
32                      4.06              2.48              1.84             13.68
64                      4.11              2.48              1.85             12.06
128                     6.05              4.01              3.48             41.32
256                     5.99              4.01              3.48             43.14
512                     6.27              4.16              3.58             40.86
1024                    6.38              4.31              3.73             44.47
2048                    6.93              4.78              4.17             48.54
4096                    8.73              6.01              5.22             48.00
8192                   10.88              7.50              6.71             49.65
16384                  14.60              9.80              8.87             45.82
32768                  21.38             14.04             13.03             43.64
65536                  35.09             22.83             21.23             42.21
131072                 62.77             40.25             37.46             39.88
262144                193.50             90.08             84.54              0.00
