1182761

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.39              2.06              1.55             14.10
2                       3.38              2.05              1.53             13.00
4                       3.33              2.02              1.49             12.04
8                       3.34              2.03              1.51             13.34
16                      4.03              2.48              1.79             13.49
32                      4.04              2.48              1.80             13.60
64                      4.05              2.49              1.82             13.89
128                     5.97              4.01              3.46             43.34
256                     5.93              4.01              3.49             44.87
512                     6.18              4.16              3.57             43.50
1024                    6.51              4.32              3.72             41.17
2048                    6.77              4.64              4.04             47.14
4096                    8.49              5.83              5.17             48.64
8192                   10.88              7.51              6.70             49.77
16384                  14.52              9.80              8.85             46.61
32768                  21.44             14.23             13.06             44.79
65536                  35.30             23.14             21.43             43.28
131072                 62.53             40.01             37.40             39.78
262144                193.74             89.74             84.22              0.00
