1183226

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.36              2.02              1.55             13.22
2                       3.37              2.00              1.50              8.87
4                       3.34              2.00              1.49             10.05
8                       3.34              2.01              1.49             10.55
16                      4.05              2.48              1.79             11.78
32                      4.07              2.47              1.80             11.49
64                      4.05              2.48              1.81             12.96
128                     5.99              4.02              3.44             42.59
256                     6.00              4.01              3.51             43.42
512                     6.22              4.17              3.58             42.85
1024                    6.37              4.31              3.71             44.41
2048                    6.79              4.65              4.05             47.02
4096                    8.63              5.95              5.22             48.51
8192                   10.87              7.50              6.66             49.43
16384                  14.58              9.81              8.83             45.96
32768                  21.91             14.20             13.03             40.86
65536                  34.97             22.78             21.24             42.60
131072                 63.48             39.67             37.10             35.83
262144                191.10             88.92             83.42              0.00
