1182820

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.38              2.04              1.53             12.06
2                       3.37              2.02              1.48              9.43
4                       3.35              2.01              1.47              9.41
8                       3.35              2.02              1.48              9.99
16                      4.06              2.48              1.81             12.89
32                      4.05              2.47              1.83             13.81
64                      4.06              2.48              1.85             14.23
128                     5.98              4.01              3.44             42.82
256                     5.97              4.01              3.47             43.51
512                     6.18              4.15              3.58             43.43
1024                    6.36              4.31              3.71             44.97
2048                    6.77              4.63              4.05             47.09
4096                    8.66              5.98              5.25             48.90
8192                   10.89              7.50              6.68             49.33
16384                  14.63              9.90              8.96             47.29
32768                  21.82             14.48             13.28             44.77
65536                  35.50             23.14             21.47             42.46
131072                 62.98             40.20             37.47             39.21
262144                194.02             90.16             84.59              0.00
