1182166

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.07              1.57             14.85
2                       3.42              2.06              1.52             10.54
4                       3.35              2.02              1.51             11.86
8                       3.34              2.02              1.50             11.65
16                      4.04              2.47              1.80             12.92
32                      4.04              2.47              1.81             12.87
64                      4.04              2.47              1.83             14.18
128                     5.99              4.01              3.47             42.72
256                     5.98              4.01              3.49             43.59
512                     6.22              4.17              3.58             42.61
1024                    6.24              4.17              3.70             44.09
2048                    6.82              4.66              4.03             46.37
4096                    8.54              5.83              5.19             47.73
8192                   10.93              7.52              6.68             49.00
16384                  14.42              9.72              8.86             46.89
32768                  21.41             14.16             13.04             44.35
65536                  35.04             22.79             21.13             42.02
131072                 62.39             39.91             37.07             39.38
262144                197.35             90.65             85.08              0.00
