1182105

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.25              1.93              1.52             13.59
2                       3.21              1.90              1.49             11.96
4                       3.15              1.85              1.47             11.46
8                       3.15              1.85              1.47             11.85
16                      3.86              2.32              1.78             13.77
32                      3.87              2.33              1.84             16.12
64                      3.86              2.32              1.79             14.02
128                     6.01              4.02              3.43             41.88
256                     6.05              4.11              3.47             43.93
512                     6.22              4.19              3.57             43.17
1024                    6.24              4.18              3.71             44.49
2048                    6.86              4.73              4.04             47.25
4096                    8.53              5.87              5.21             49.00
8192                   10.90              7.53              6.70             49.71
16384                  14.52              9.78              8.87             46.65
32768                  21.47             14.22             13.06             44.50
65536                  35.46             23.18             21.43             42.69
131072                 63.50             40.58             37.81             39.36
262144                194.49             90.51             84.91              0.00
