1183110

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.05              1.57             13.31
2                       3.35              2.02              1.52             12.74
4                       3.34              2.00              1.50             11.12
8                       3.34              2.01              1.49             10.98
16                      4.01              2.46              1.80             13.72
32                      4.05              2.47              1.84             14.18
64                      4.04              2.47              1.82             13.83
128                     5.97              4.01              3.46             43.44
256                     5.98              4.01              3.49             43.44
512                     6.22              4.17              3.58             42.86
1024                    6.41              4.33              3.71             43.82
2048                    6.76              4.63              4.01             46.74
4096                    8.61              5.94              5.21             48.65
8192                   10.88              7.51              6.70             49.66
16384                  14.44              9.78              8.82             47.13
32768                  21.29             14.07             12.92             44.10
65536                  35.38             23.04             21.36             42.21
131072                 62.25             39.84             37.22             39.78
262144                193.79             89.40             83.91              0.00
