1182226

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.06              1.57             14.60
2                       3.39              2.04              1.52             11.48
4                       3.34              2.03              1.52             13.99
8                       3.35              2.04              1.51             13.33
16                      4.01              2.47              1.80             14.31
32                      4.04              2.47              1.83             13.90
64                      4.04              2.47              1.81             12.79
128                     5.96              4.00              3.44             43.12
256                     5.96              4.01              3.50             44.23
512                     6.18              4.17              3.57             43.55
1024                    6.34              4.30              3.69             44.79
2048                    6.71              4.60              4.01             47.20
4096                    8.66              5.99              5.33             50.10
8192                   10.92              7.51              6.73             49.40
16384                  14.51              9.79              8.84             46.59
32768                  21.34             14.18             12.99             44.88
65536                  35.15             23.03             21.41             43.40
131072                 62.26             39.95             37.33             40.23
262144                195.82             90.52             84.94              0.00
