1182877

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.36              2.02              1.53             13.06
2                       3.39              2.03              1.52             10.53
4                       3.35              2.02              1.51             11.83
8                       3.36              2.02              1.51             11.24
16                      4.05              2.47              1.82             12.85
32                      4.06              2.47              1.81             12.56
64                      4.06              2.48              1.82             13.47
128                     6.00              4.01              3.47             42.60
256                     6.05              4.04              3.53             42.94
512                     6.23              4.17              3.60             42.93
1024                    6.40              4.32              3.76             44.78
2048                    6.93              4.78              4.16             48.36
4096                    8.66              5.97              5.23             48.60
8192                   10.85              7.47              6.68             49.40
16384                  14.49              9.80              8.85             47.04
32768                  21.52             14.21             13.07             44.12
65536                  35.27             23.01             21.40             42.72
131072                 62.35             39.84             37.23             39.53
262144                191.81             88.39             82.94              0.00
