1183286

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.38              2.02              1.53             11.54
2                       3.39              2.01              1.50              8.25
4                       3.36              2.01              1.48              8.95
8                       3.33              1.99              1.46              8.51
16                      4.04              2.46              1.78             11.07
32                      4.06              2.47              1.82             12.04
64                      4.05              2.47              1.80             12.08
128                     5.99              4.01              3.45             42.58
256                     5.97              4.01              3.48             43.53
512                     6.21              4.17              3.58             42.92
1024                    6.39              4.32              3.72             44.45
2048                    6.78              4.64              4.05             47.13
4096                    8.67              5.99              5.25             48.87
8192                   10.90              7.52              6.70             49.58
16384                  14.50              9.80              8.87             46.92
32768                  21.23             14.04             12.99             44.61
65536                  35.40             23.14             21.53             43.04
131072                 62.11             39.68             37.16             39.65
262144                191.16             88.56             83.13              0.00
