1182459

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.35              2.04              1.54             14.80
2                       3.37              2.03              1.51             10.74
4                       3.31              1.99              1.49             11.38
8                       3.32              2.00              1.48             11.00
16                      4.05              2.48              1.82             13.42
32                      4.05              2.48              1.83             14.15
64                      4.05              2.47              1.82             13.61
128                     6.00              4.01              3.48             42.69
256                     6.20              4.17              3.52             42.32
512                     6.21              4.17              3.60             43.28
1024                    6.44              4.32              3.73             43.14
2048                    6.77              4.64              4.06             47.54
4096                    8.69              6.01              5.26             49.01
8192                   10.87              7.51              6.70             49.86
16384                  14.47              9.78              8.85             47.05
32768                  21.59             14.33             13.17             44.90
65536                  35.30             22.99             21.24             42.06
131072                 62.68             40.12             37.48             39.78
262144                194.90             90.10             84.57              0.00
