1415080

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      40.87             22.79             19.42              6.91
2                      42.95             32.09             27.59             60.64
4                      36.13             24.13             20.69             42.02
8                      50.39             30.52             26.23             24.26
16                     34.24             21.88             18.73             33.98
32                     45.64             36.15             31.12             69.52
64                     43.22             29.61             25.44             46.50
128                    61.92             40.98             35.33             40.73
256                    62.14             43.03             37.10             48.50
512                    66.29             44.09             38.03             41.62
1024                   95.76             60.23             52.05             31.74
2048                  131.06             86.31             74.71             40.11
4096                  220.58            149.79            129.86             45.49
8192                  414.25            257.07            223.07             29.54
16384                 648.76            390.78            339.25             23.96
32768                1786.56            968.46            841.10              2.73
65536                3310.30           1761.54           1530.14              0.00
131072               6541.07           3382.92           2938.84              0.00
262144              16500.57          13873.59          12053.58             78.21
