1420068

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      31.24             23.72             20.23             62.80
2                      37.15             24.86             21.22             42.07
4                      32.76             22.04             18.79             42.97
8                      30.89             22.47             19.25             56.24
16                     36.69             22.44             19.22             25.85
32                     35.29             25.73             22.07             56.65
64                     51.65             34.98             30.10             44.65
128                    59.39             34.96             30.09             18.79
256                    70.13             44.22             38.14             32.06
512                    71.59             45.53             39.28             33.65
1024                   92.52             58.68             50.71             33.26
2048                  137.87             82.03             71.00             21.35
4096                  229.82            148.03            128.32             36.26
8192                  416.41            244.18            211.87             18.71
16384                 746.23            384.03            333.38              0.00
32768                1526.30            808.19            701.90              0.00
65536                3071.22           1564.32           1358.84              0.00
131072               6327.96           3400.88           2954.46              0.93
262144              16473.70          13665.03          11872.35             76.34
