1416751

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      30.88             24.13             20.60             67.25
2                      29.79             22.22             18.95             60.04
4                      28.50             21.50             18.34             61.87
8                      29.81             20.18             17.21             44.04
16                     39.71             26.18             22.43             39.69
32                     52.43             36.04             31.02             47.16
64                     48.95             35.84             30.85             57.53
128                    55.27             35.57             30.62             35.68
256                    58.52             39.39             33.93             43.60
512                    70.16             45.30             39.06             36.35
1024                   89.94             61.11             52.81             45.42
2048                  137.08             91.08             78.83             41.64
4096                  215.05            135.60            117.51             32.39
8192                  436.68            267.25            231.88             26.93
16384                 674.41            396.29            343.99             19.15
32768                1483.43            748.41            649.84              0.00
65536                3378.46           1641.43           1425.56              0.00
131072               6407.66           3241.62           2815.69              0.00
262144              17061.48          13911.16          12084.62             73.93
