1181659

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.59
4                       1.53
8                       1.59
16                      1.90
32                      1.94
64                      1.96
128                     4.56
256                     4.58
512                     4.66
1024                    4.76
2048                    5.16
4096                    6.30
8192                    6.29
16384                   8.50
32768                  12.69
65536                  20.87
131072                 36.71
262144                 83.10
