1181533

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.60
4                       1.52
8                       1.58
16                      1.90
32                      1.93
64                      1.96
128                     4.56
256                     4.60
512                     4.72
1024                    4.77
2048                    5.14
4096                    6.30
8192                    6.27
16384                   8.49
32768                  12.70
65536                  20.77
131072                 36.53
262144                 83.17
