1181102

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.61
4                       1.55
8                       1.60
16                      1.93
32                      1.96
64                      1.99
128                     4.59
256                     4.60
512                     4.66
1024                    4.77
2048                    5.18
4096                    6.35
8192                    6.29
16384                   8.57
32768                  12.83
65536                  20.86
131072                 36.77
262144                 83.35
