1180917

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.50
2                       1.54
4                       1.49
8                       1.55
16                      1.83
32                      1.86
64                      1.85
128                     4.39
256                     4.42
512                     4.58
1024                    4.73
2048                    5.12
4096                    6.28
8192                    6.29
16384                   8.49
32768                  12.68
65536                  20.79
131072                 36.75
262144                 83.22
