1181956

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.54
2                       1.58
4                       1.51
8                       1.57
16                      1.89
32                      1.92
64                      1.95
128                     4.56
256                     4.59
512                     4.71
1024                    4.76
2048                    5.17
4096                    6.30
8192                    6.31
16384                   8.56
32768                  12.79
65536                  21.03
131072                 37.08
262144                 84.50
