1180465

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.57
2                       1.59
4                       1.54
8                       1.59
16                      1.93
32                      1.95
64                      1.97
128                     4.66
256                     4.67
512                     4.73
1024                    4.86
2048                    5.26
4096                    6.44
8192                    6.37
16384                   8.64
32768                  12.86
65536                  21.12
131072                 37.47
262144                 85.43
