1180651

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.60
4                       1.54
8                       1.59
16                      1.92
32                      1.96
64                      1.98
128                     4.56
256                     4.59
512                     4.68
1024                    4.74
2048                    5.15
4096                    6.33
8192                    6.29
16384                   8.52
32768                  12.73
65536                  20.88
131072                 36.90
262144                 84.12
