1181354

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.44
2                       1.52
4                       1.47
8                       1.52
16                      1.80
32                      1.85
64                      1.86
128                     4.45
256                     4.48
512                     4.63
1024                    4.78
2048                    5.18
4096                    6.34
8192                    6.31
16384                   8.52
32768                  12.73
65536                  20.82
131072                 36.68
262144                 83.23
