1181412

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.60
4                       1.54
8                       1.59
16                      1.92
32                      1.94
64                      1.97
128                     4.59
256                     4.62
512                     4.71
1024                    4.77
2048                    5.18
4096                    6.35
8192                    6.31
16384                   8.57
32768                  12.79
65536                  20.86
131072                 36.72
262144                 83.17
